transaction_id,customer_id,product_id,transaction_date,quantity,unit_price,total_amount,discount_applied,status,payment_method,shipping_cost,year,month,day,day_of_week,hour,net_amount
S009969,C02287,P0488,2023-01-08 03:40:13,1,29.98,29.98,20,cancelled,debit_card,7.19,2023,1,8,Sunday,3,22.79
S033632,C08967,P0658,2023-01-08 04:11:16,1,85.97,85.97,0,completed,paypal,0.0,2023,1,8,Sunday,4,85.97
S045371,C01248,P0473,2023-01-08 05:28:22,1,37.11,37.11,0,completed,apple_pay,9.7,2023,1,8,Sunday,5,27.41
S079602,C08923,P0233,2023-01-08 05:29:53,1,23.76,23.76,0,completed,paypal,4.48,2023,1,8,Sunday,5,19.28
S053133,C09824,P0250,2023-01-08 07:02:20,1,24.99,24.99,0,completed,paypal,9.06,2023,1,8,Sunday,7,15.929999999999998
S051409,C05693,P0368,2023-01-08 09:30:12,1,49.33,49.33,25,completed,google_pay,6.31,2023,1,8,Sunday,9,43.019999999999996
S024489,C01458,P0336,2023-01-08 10:58:21,1,49.71,49.71,0,refunded,credit_card,7.18,2023,1,8,Sunday,10,42.53
S026641,C03011,P0441,2023-01-08 13:22:34,1,25.83,25.83,0,completed,debit_card,9.95,2023,1,8,Sunday,13,15.879999999999999
S043107,C01608,P0522,2023-01-08 13:37:33,1,26.49,26.49,0,refunded,debit_card,5.43,2023,1,8,Sunday,13,21.06
S041453,C08531,P0057,2023-01-08 15:17:05,1,196.18,196.18,20,cancelled,credit_card,0.0,2023,1,8,Sunday,15,196.18
S029169,C09609,P0250,2023-01-08 15:26:29,1,24.99,24.99,0,refunded,debit_card,5.1,2023,1,8,Sunday,15,19.89
S068352,C04654,P0475,2023-01-08 16:04:38,1,40.58,40.58,0,refunded,credit_card,9.18,2023,1,8,Sunday,16,31.4
S014389,C02929,P0454,2023-01-08 17:27:00,1,6.42,6.42,50,completed,debit_card,8.12,2023,1,8,Sunday,17,-1.6999999999999993
S066593,C03431,P0508,2023-01-08 17:34:14,1,62.24,62.24,0,refunded,debit_card,0.0,2023,1,8,Sunday,17,62.24
S058972,C02812,P0945,2023-01-08 19:35:08,1,45.62,45.62,40,completed,credit_card,8.91,2023,1,8,Sunday,19,36.709999999999994
S012294,C04939,P0126,2023-01-08 19:36:20,1,41.36,41.36,25,cancelled,credit_card,6.56,2023,1,8,Sunday,19,34.8
S029527,C01503,P0723,2023-01-08 21:53:28,1,57.31,57.31,0,refunded,credit_card,0.0,2023,1,8,Sunday,21,57.31
S075110,C06608,P0506,2023-01-08 22:46:19,1,117.38,117.38,50,completed,credit_card,0.0,2023,1,8,Sunday,22,117.38
S025657,C08492,P0303,2023-01-08 22:52:54,1,74.69,74.69,5,refunded,credit_card,0.0,2023,1,8,Sunday,22,74.69
S059409,C00748,P0934,2023-01-09 00:34:00,1,26.16,26.16,0,completed,apple_pay,6.57,2023,1,9,Monday,0,19.59
S079873,C02305,P0775,2023-01-09 00:49:09,3,48.48,145.43,15,completed,credit_card,0.0,2023,1,9,Monday,0,145.43
S049143,C07767,P0599,2023-01-09 02:26:31,1,23.06,23.06,0,completed,apple_pay,5.05,2023,1,9,Monday,2,18.009999999999998
S071011,C04967,P0744,2023-01-09 02:40:22,1,16.7,16.7,10,completed,paypal,5.58,2023,1,9,Monday,2,11.12
S034085,C01207,P0112,2023-01-09 04:42:18,1,302.87,302.87,0,completed,debit_card,0.0,2023,1,9,Monday,4,302.87
S065524,C09516,P0988,2023-01-09 04:59:13,1,17.14,17.14,0,completed,credit_card,4.53,2023,1,9,Monday,4,12.61
S018485,C09777,P0126,2023-01-09 05:57:44,1,41.36,41.36,25,completed,debit_card,4.91,2023,1,9,Monday,5,36.45
S061851,C08616,P0698,2023-01-09 06:45:01,1,10.86,10.86,0,completed,paypal,5.29,2023,1,9,Monday,6,5.569999999999999
S013565,C09049,P0263,2023-01-09 06:50:34,3,21.12,63.36,0,pending,paypal,0.0,2023,1,9,Monday,6,63.36
S015484,C01285,P0509,2023-01-09 07:00:11,1,4.7,4.7,50,cancelled,apple_pay,7.5,2023,1,9,Monday,7,-2.8
S070127,C03636,P0978,2023-01-09 08:40:43,2,18.29,36.58,40,completed,credit_card,5.13,2023,1,9,Monday,8,31.45
S077060,C01752,P0294,2023-01-09 08:40:59,1,29.24,29.24,0,completed,debit_card,7.49,2023,1,9,Monday,8,21.75
S041748,C01153,P0874,2023-01-09 09:51:42,1,12.03,12.03,20,pending,paypal,4.68,2023,1,9,Monday,9,7.35
S001322,C04642,P0242,2023-01-09 09:56:45,1,43.31,43.31,5,completed,credit_card,8.71,2023,1,9,Monday,9,34.6
T035957,C04820,P0606,2023-01-09 11:33:34,1,95.64,95.64,50,refunded,paypal,0.0,2023,1,9,Monday,11,95.64
S044642,C03511,P0042,2023-01-09 12:13:10,1,79.32,79.32,5,completed,credit_card,0.0,2023,1,9,Monday,12,79.32
S057937,C09629,P0912,2023-01-09 12:14:36,3,30.55,91.65,0,refunded,apple_pay,0.0,2023,1,9,Monday,12,91.65
S002884,C04527,P0583,2023-01-09 13:39:29,1,90.3,90.3,0,completed,debit_card,0.0,2023,1,9,Monday,13,90.3
S007430,C08892,P0608,2023-01-09 13:49:25,1,33.14,33.14,0,completed,apple_pay,8.15,2023,1,9,Monday,13,24.990000000000002
S038623,C07998,P0895,2023-01-09 13:52:32,1,68.31,68.31,5,pending,debit_card,0.0,2023,1,9,Monday,13,68.31
S011401,C01505,P0738,2023-01-09 14:38:05,1,7.99,7.99,15,completed,paypal,6.23,2023,1,9,Monday,14,1.7599999999999998
